pd_multiplier,apr_strategy,cost_of_funds_annual,acquisition_cost,lgd,k_star_approve_pct,cutoff_pd_star,max_total_profit_at_k_star,youden_approve_pct_full,cutoff_gap_profit_minus_youden,category
2.0,flat_24,0.03,250,0.75,98.78500474640629,0.21421089986608702,414559435.29920244,79.40568212639002,19.379322620016268,interior
2.0,flat_24,0.03,250,0.85,98.45233251966368,0.19568838705582417,410874731.68159455,79.40568212639002,19.046650393273666,interior
2.0,flat_24,0.03,500,0.55,99.16005560075942,0.2376470949848626,363902170.09346217,79.40568212639002,19.7543734743694,approve_all
2.0,flat_24,0.03,500,0.65,98.73584553837809,0.21162372527381473,360056159.50542694,79.40568212639002,19.330163411988067,interior
2.0,flat_24,0.03,500,0.75,98.27222335231896,0.18630000191858367,356433656.3441268,79.40568212639002,18.86654122592894,interior
2.0,flat_24,0.03,500,0.85,97.80648223487931,0.1664899996500903,352986974.79870677,79.40568212639002,18.400800108489292,interior
2.0,flat_24,0.06,0,0.55,99.7173345538378,0.28228985856101996,409278173.6598141,79.40568212639002,20.311652427447783,approve_all
2.0,flat_24,0.06,0,0.65,99.26896867371848,0.2443119635984379,405133888.68881696,79.40568212639002,19.863286547328457,approve_all
2.0,flat_24,0.06,0,0.75,98.80831299159208,0.21527889347457418,401248088.25929964,79.40568212639002,19.402630865202056,interior
2.0,flat_24,0.06,0,0.85,98.38791700569568,0.19237060694063945,397570224.96344215,79.40568212639002,18.982234879305665,interior
2.0,flat_24,0.06,250,0.55,99.18929685381069,0.23963299148275735,350589805.6284398,79.40568212639002,19.78361472742067,approve_all
2.0,flat_24,0.06,250,0.65,98.70151885001356,0.20958837301322605,346746025.19089043,79.40568212639002,19.295836723623538,interior
2.0,flat_24,0.06,250,0.75,98.23789666395443,0.18475441068950108,343131264.2496135,79.40568212639002,18.83221453756441,interior
2.0,flat_24,0.06,250,0.85,97.80648223487931,0.1664899996500903,339702732.2072779,79.40568212639002,18.400800108489292,interior
2.0,flat_24,0.06,500,0.55,98.4540276647681,0.19579051882712978,292262396.09631026,79.40568212639002,19.048345538378086,interior
2.0,flat_24,0.06,500,0.65,98.08999525359371,0.1780885926010982,288722371.4322369,79.40568212639002,18.684313127203694,interior
2.0,flat_24,0.06,500,0.75,97.50389883374017,0.15476234610023992,285396289.35217845,79.40568212639002,18.098216707350147,interior
2.0,flat_24,0.06,500,0.85,96.93517765120694,0.13524599338657095,282257665.80941015,79.40568212639002,17.529495524816923,interior
3.0,tiered_uncapped,0.0,0,0.55,99.7334384323298,0.42763641536414443,407644532.0543162,79.40568212639002,20.327756305939786,approve_all
3.0,tiered_uncapped,0.0,0,0.65,99.36093029563331,0.3753642552759555,401432950.0234501,79.40568212639002,19.95524816924329,approve_all
3.0,tiered_uncapped,0.0,0,0.75,98.91807363710333,0.3342059613708221,395557481.2777545,79.40568212639002,19.512391510713314,interior
3.0,tiered_uncapped,0.0,0,0.85,98.542175210198,0.30109135620771643,389970198.56945163,79.40568212639002,19.136493083807977,interior
3.0,tiered_uncapped,0.0,250,0.55,99.45882492541361,0.3864982061943742,348880530.67644274,79.40568212639002,20.05314279902359,approve_all
3.0,tiered_uncapped,0.0,250,0.65,98.98418429617575,0.3403849074967572,342925284.18781805,79.40568212639002,19.578502169785736,interior
3.0,tiered_uncapped,0.0,250,0.75,98.61803295362083,0.306798837818591,337295240.22951365,79.40568212639002,19.212350827230807,interior
3.0,tiered_uncapped,0.0,250,0.85,98.22518307567128,0.276271049462078,331937120.21327055,79.40568212639002,18.819500949281263,interior
3.0,tiered_uncapped,0.0,500,0.55,99.11937211825332,0.35296815738978515,290312047.15902084,79.40568212639002,19.713689991863305,approve_all
3.0,tiered_uncapped,0.0,500,0.65,98.68499118524545,0.31284309697426904,284629835.6029088,79.40568212639002,19.279309058855432,interior
3.0,tiered_uncapped,0.0,500,0.75,98.23789666395443,0.2771316160342516,279254041.8600091,79.40568212639002,18.83221453756441,interior
3.0,tiered_uncapped,0.0,500,0.85,97.80648223487931,0.24973499947513544,274123305.90449077,79.40568212639002,18.400800108489292,interior
3.0,tiered_uncapped,0.03,0,0.55,99.52069772172499,0.394197977927633,337547395.01909274,79.40568212639002,20.115015595334967,approve_all
3.0,tiered_uncapped,0.03,0,0.65,99.03122457282343,0.34475018730767676,331557881.3099056,79.40568212639002,19.625542446433414,approve_all
3.0,tiered_uncapped,0.03,0,0.75,98.61040480065094,0.3060179532510383,325912382.9696439,79.40568212639002,19.20472267426092,interior
3.0,tiered_uncapped,0.03,0,0.85,98.2111981285598,0.2750711285130838,320539402.4869063,79.40568212639002,18.80551600216978,interior
3.0,tiered_uncapped,0.03,250,0.55,99.11937211825332,0.35296815738978515,278948181.1407045,79.40568212639002,19.713689991863305,approve_all
3.0,tiered_uncapped,0.03,250,0.65,98.68499118524545,0.31284309697426904,273246335.38517505,79.40568212639002,19.279309058855432,interior
3.0,tiered_uncapped,0.03,250,0.75,98.23789666395443,0.2771316160342516,267855977.22276467,79.40568212639002,18.83221453756441,interior
3.0,tiered_uncapped,0.03,250,0.85,97.80648223487931,0.24973499947513544,262724540.60721794,79.40568212639002,18.400800108489292,interior
3.0,tiered_uncapped,0.03,500,0.55,98.73584553837809,0.31743558791072213,220588739.35117462,79.40568212639002,19.330163411988067,interior
3.0,tiered_uncapped,0.03,500,0.65,98.23789666395443,0.2771316160342516,215173182.29401878,79.40568212639002,18.83221453756441,interior
3.0,tiered_uncapped,0.03,500,0.75,97.80648223487931,0.24973499947513544,210041191.2648991,79.40568212639002,18.400800108489292,interior
3.0,tiered_uncapped,0.03,500,0.85,97.3687110116626,0.22505019056842457,205172524.0381167,79.40568212639002,17.96302888527258,interior
3.0,tiered_uncapped,0.06,0,0.55,99.18336384594521,0.3588005392178939,267586982.86351994,79.40568212639002,19.77768171955519,approve_all
3.0,tiered_uncapped,0.06,0,0.65,98.68329604014103,0.312722790861212,261862838.741721,79.40568212639002,19.27761391375101,interior
3.0,tiered_uncapped,0.06,0,0.75,98.2349301600217,0.2769762547425523,256457920.15489396,79.40568212639002,18.829248033631686,interior
3.0,tiered_uncapped,0.06,0,0.85,97.78359777596962,0.24849351940142925,251326160.39893097,79.40568212639002,18.377915649579606,interior
3.0,tiered_uncapped,0.06,250,0.55,98.73584553837809,0.31743558791072213,209206117.28512415,79.40568212639002,19.330163411988067,interior
3.0,tiered_uncapped,0.06,250,0.65,98.27222335231896,0.2794500028778755,203775201.071096,79.40568212639002,18.86654122592894,interior
3.0,tiered_uncapped,0.06,250,0.75,97.7335909953892,0.24517734085503984,198642640.80975586,79.40568212639002,18.327908868999188,interior
3.0,tiered_uncapped,0.06,250,0.85,97.33014646053702,0.22317134744604802,193777447.47842193,79.40568212639002,17.924464334147004,interior
3.0,tiered_uncapped,0.06,500,0.55,98.27222335231896,0.2794500028778755,151093577.50191873,79.40568212639002,18.86654122592894,interior
3.0,tiered_uncapped,0.06,500,0.65,97.7335909953892,0.24517734085503984,145960690.38297772,79.40568212639002,18.327908868999188,interior
